,alpha,heuristic,inductive,ILP,split
inst141,0.6428571428571429,0.6716417910447761,0.6283185840707964,0.2546583850931677,0.6533333333333333
inst142,1.0,1.0,0.8666666666666667,0.6666666666666666,0.8181818181818181
inst143,0.5490196078431372,0.6226415094339623,0.6228571428571429,0.19287833827893175,0.6393442622950819
inst144,1.0,0.6363636363636362,0.6521739130434783,0.2222222222222222,0.6000000000000001
inst145,1.0,1.0,1.0,0.7777777777777779,1.0
inst146,0.6202531645569621,0.6629213483146068,0.649122807017544,0.3925925925925926,0.6590909090909092
inst147,1.0,0.5384615384615384,0.5798319327731092,0.10382513661202186,0.5263157894736842
inst148,1.0,0.5757575757575757,0.6744186046511628,0.2584269662921348,0.5757575757575757
inst149,0.7241379310344828,0.641025641025641,0.6615384615384615,0.3333333333333333,0.6363636363636362
inst150,1.0,0.7142857142857143,0.6744186046511628,0.42105263157894735,0.6774193548387096
inst151,0.605263157894737,0.6082474226804123,0.5492957746478873,0.2993630573248408,0.5929203539823008
inst152,0.6000000000000001,0.569620253164557,0.6000000000000001,0.2,0.5903614457831325
inst153,0.9285714285714284,0.559322033898305,0.5833333333333333,0.3513513513513513,0.5625
inst154,1.0,0.6296296296296295,0.6363636363636362,0.2571428571428571,0.625
inst155,0.6513761467889908,0.7142857142857143,0.6565656565656566,0.5303030303030303,0.7073170731707318
inst156,1.0,1.0,1.0,1.0,1.0
inst157,0.6428571428571429,0.6551724137931035,0.6521739130434783,0.23529411764705882,0.6756756756756757
inst158,0.5384615384615384,0.5384615384615384,0.6470588235294118,0.6470588235294118,0.5384615384615384
inst159,0.4939759036144578,0.5789473684210527,0.5855855855855855,0.36936936936936937,0.569620253164557
inst160,0.7142857142857143,0.5813953488372092,0.5789473684210527,0.4339622641509434,0.5652173913043479
inst161,0.588235294117647,0.6097560975609756,0.4025974025974026,0.45679012345679015,0.6097560975609756
inst162,0.8947368421052632,0.6363636363636362,0.5670103092783505,0.3392857142857143,0.6296296296296295
inst163,0.3700787401574803,0.5714285714285714,0.5806451612903225,0.3138686131386861,0.5714285714285714
inst164,1.0,0.5454545454545454,0.5789473684210527,0.15596330275229356,0.5555555555555556
inst165,1.0,0.6923076923076922,0.6842105263157894,0.40909090909090906,0.6774193548387096
inst166,1.0,0.6470588235294118,0.6774193548387096,0.23076923076923078,0.6296296296296295
inst167,1.0,0.7499999999999999,0.7333333333333333,0.23076923076923078,0.6666666666666666
inst168,0.7894736842105263,0.6923076923076922,0.6842105263157894,0.48387096774193544,0.6923076923076922
inst169,0.6000000000000001,0.6842105263157894,0.6296296296296295,0.6842105263157894,0.6842105263157894
inst170,0.5555555555555556,0.6470588235294118,0.6296296296296295,0.6842105263157894,0.6470588235294118
inst171,0.5205479452054794,0.5796178343949044,0.589041095890411,0.30534351145038163,0.5822784810126582
inst172,0.5294117647058824,0.7777777777777779,0.6363636363636362,0.3684210526315789,0.5555555555555556
inst173,1.0,0.8181818181818181,0.7499999999999999,0.30000000000000004,0.7142857142857143
inst174,1.0,0.8181818181818181,0.8,0.37931034482758624,0.7142857142857143
inst175,0.8461538461538463,0.7297297297297298,0.6428571428571429,0.34375,0.7000000000000001
inst176,0.7499999999999999,0.8181818181818181,0.7391304347826086,0.3714285714285714,0.6470588235294118
inst177,0.5616438356164384,0.5789473684210527,0.5619047619047619,0.13612565445026176,0.5952380952380952
inst178,0.7499999999999999,0.8181818181818181,0.7391304347826086,0.3714285714285714,0.6470588235294118
inst179,0.7499999999999999,0.8181818181818181,0.7391304347826086,0.3714285714285714,0.6470588235294118
inst180,0.5913978494623656,0.6470588235294118,0.5223880597014926,0.43548387096774194,0.6380952380952382
inst181,0.7236842105263158,0.6914285714285715,0.6593886462882096,0.5463917525773196,0.6864864864864865
inst182,0.4054054054054054,0.5384615384615384,0.5873015873015873,0.16756756756756758,0.5555555555555556
inst183,0.6260162601626016,0.65625,0.6353591160220995,0.5639097744360902,0.674074074074074
inst184,1.0,0.5873015873015873,0.6074766355140188,0.13907284768211922,0.5652173913043479
inst185,0.7499999999999999,0.8181818181818181,0.7391304347826086,0.3714285714285714,0.6470588235294118
inst186,0.5102040816326531,0.588235294117647,0.641025641025641,0.16897506925207756,0.6065573770491803
inst187,0.5180722891566265,0.5421686746987951,0.5806451612903225,0.14659685863874347,0.5670103092783505
inst188,1.0,0.6551724137931035,0.6774193548387096,0.2584269662921348,0.6170212765957447
inst189,0.5619047619047619,0.6888888888888889,0.6377952755905513,0.54,0.6923076923076922
inst190,0.5219512195121951,0.6335078534031414,0.5970149253731344,0.5243243243243244,0.6335078534031414
inst191,0.5189873417721519,0.6097560975609756,0.6190476190476191,0.30000000000000004,0.6091954022988506
inst192,0.4580645161290322,0.588235294117647,0.5873015873015873,0.15298507462686567,0.6103896103896105
inst193,1.0,0.6190476190476191,0.6000000000000001,0.21008403361344538,0.6000000000000001
inst194,0.6363636363636362,0.8181818181818181,0.6923076923076922,0.36585365853658536,0.6000000000000001
inst195,1.0,0.7142857142857143,0.7391304347826086,0.30434782608695654,0.6470588235294118
inst196,0.49090909090909085,0.6363636363636362,0.44680851063829785,0.48148148148148145,0.6363636363636362
inst197,0.7894736842105263,0.6923076923076922,0.6969696969696969,0.35714285714285715,0.6551724137931035
inst198,0.2920353982300885,0.5172413793103449,0.6071428571428572,0.08423326133909287,0.5619047619047619
inst199,0.5478260869565217,0.5692307692307693,0.5916230366492146,0.1419141914191419,0.5944055944055945
inst200,1.0,0.6774193548387096,0.6949152542372882,0.3076923076923077,0.6666666666666666
inst201,0.4358974358974359,0.6296296296296295,0.6000000000000001,0.47368421052631576,0.6296296296296295
inst202,1.0,1.0,1.0,1.0,1.0
inst203,0.6822429906542056,0.6486486486486487,0.6415094339622642,0.2686084142394822,0.6556291390728478
inst204,1.0,0.8181818181818181,0.8461538461538463,0.391304347826087,0.8181818181818181
inst205,0.44680851063829785,0.6216216216216216,0.6140350877192983,0.44680851063829785,0.6216216216216216
inst206,0.48387096774193544,0.5535714285714285,0.6000000000000001,0.1227364185110664,0.5873015873015873
inst207,0.494949494949495,0.6086956521739131,0.6176470588235294,0.44761904761904764,0.64
inst208,0.5368421052631579,0.6000000000000001,0.5838926174496645,0.3968253968253968,0.6116504854368933
