,alpha,heuristic,inductive,ILP,split
inst204,0.7126358370090955,0.999919191919192,1.0,1.0,0.8953216668101271
inst205,0.90221125730993,0.9998781676413255,1.0,1.0,0.7498172514619883
inst206,0.999554367201426,1.0,1.0,1.0,0.0010398098633392751
inst207,0.701188177419157,0.9998491431329954,1.0,1.0,0.8746639091859956
inst208,0.9995674740484429,0.9991349480968859,1.0,1.0,0.0010092272202998848
inst209,0.6892374642764381,0.9997587499536057,1.0,1.0,0.7555970010763304
inst210,0.6742336947522359,0.9999109052031362,1.0,1.0,0.8775658530113274
inst211,0.8016230646724744,1.0,1.0,1.0,0.8739623472015003
inst212,0.9992372234935164,0.9993643529112637,1.0,1.0,0.666730231375529
inst213,0.8685361786451387,0.9468376442241531,1.0,1.0,0.8711773047587988
inst214,0.7995634191176331,0.9998978758169935,1.0,1.0,0.8568306489262457
inst215,0.8742609455796572,1.0,1.0,1.0,0.9669151824528723
inst216,0.860188536790861,0.9636415752371218,1.0,1.0,0.9137734079588523
inst217,0.851488775917892,0.9999655754070709,1.0,1.0,0.9637582218967822
inst218,0.7144435618558646,1.0,1.0,1.0,0.904557226698455
inst219,0.8875425894378149,0.9997633920121143,1.0,1.0,0.8151523755441873
inst220,0.9309732190644691,0.9997571986115358,1.0,1.0,0.8857307143211397
inst221,0.9607913688825028,0.9996601003081756,1.0,1.0,0.881088085781728
inst222,0.7501998401278976,1.0,1.0,1.0,0.6666666666666566
inst223,0.7577107671677014,0.9999740556247406,1.0,1.0,0.9222330622421878
inst224,0.8698753155181379,0.9457948116752276,1.0,1.0,0.9029274771852654
inst225,0.932460703080257,0.9996590805915702,1.0,1.0,0.8364665362583157
inst226,0.7003657462150349,0.9995563902220369,1.0,1.0,0.8711489097487486
inst227,0.9999201915403033,1.0,1.0,1.0,0.8888667198723251
inst228,0.9998309668695065,0.999903409639718,1.0,1.0,0.7999710228918933
inst229,0.672261129416099,0.9999504999505,1.0,1.0,0.883229856023973
inst230,0.8869221391557497,0.9999543829226338,1.0,1.0,0.9529602182487327
inst231,0.999408563993376,0.9985805535841022,1.0,1.0,0.0015377336172226167
inst232,0.9227205354782545,0.9998174076782325,1.0,1.0,0.8711025515149106
inst233,0.7218376424798495,0.9995591564398904,1.0,1.0,0.8490802268754398
inst234,0.9995636998254799,1.0,1.0,1.0,0.0010180337405468296
inst235,0.9046557056296475,0.9992473547491277,1.0,1.0,0.8866409591964858
inst236,0.9555596618250942,0.9790401077697828,1.0,1.0,0.8548946054196863
inst237,0.6672120418848093,0.9998545666084935,1.0,1.0,0.6665648632926046
inst238,0.8338550983899948,0.9998722208024534,1.0,1.0,0.8399412255405054
inst239,0.7212299679127462,0.9994682283469428,1.0,1.0,0.8810325750805987
inst240,0.8997182304874493,1.0,1.0,1.0,0.6661735700197157
inst241,0.7146585051546241,0.9993844774450444,1.0,1.0,0.773850604101888
inst242,0.7841338387980142,0.9999447208402433,1.0,1.0,0.9135136606529569
inst243,0.8339280993920296,0.9999471319058948,1.0,1.0,0.8408813716902479
inst244,0.9997787610619469,1.0,1.0,1.0,0.799867256637153
inst245,0.8496564146057061,1.0,1.0,1.0,0.9248317771562944
inst246,0.9993667679837891,1.0,1.0,1.0,0.0013931104356636273
inst247,0.6675793650793604,1.0,1.0,1.0,0.8401699041698999
inst248,0.9140308653561153,0.9999482803206621,1.0,1.0,0.8681483212871386
inst249,0.9331582011625463,0.9769220030180349,1.0,1.0,0.9020160540197378
inst250,0.7178674230246317,0.9999232127773938,1.0,1.0,0.8922795518560734
inst251,0.9033297847172926,0.9997972219405861,1.0,1.0,0.767303727736652
inst252,0.8459282016255956,0.9992138197168686,1.0,1.0,0.7873270900424252
inst253,0.9988479262672811,0.9984639016897081,1.0,1.0,0.00243215565796211
inst254,0.9991482112436116,0.9948892674616695,1.0,1.0,0.0022714366837024423
inst255,0.9992248062015504,0.998139534883721,1.0,1.0,0.0017054263565891474
inst256,0.7741727793811078,0.9994261852532054,1.0,1.0,0.8999859708192929
inst257,0.8338643790849779,0.9970588235294118,1.0,1.0,0.0004901960784313725
inst258,1.0,1.0,1.0,1.0,0.0
inst259,0.8266324777744504,0.999941438275943,1.0,1.0,0.888856515156605
inst260,0.7718680017226711,1.0,1.0,1.0,0.7662273901808727
inst261,0.7639088052076431,0.9999163042641303,1.0,1.0,0.9372817482854837
inst262,0.9994301994301995,0.9997150997150998,1.0,1.0,0.6667521367521287
inst263,0.8434232835877582,0.9999202551834131,1.0,1.0,0.8402640731588055
inst264,0.9995990376904571,0.9983961507618284,1.0,1.0,0.0009355787222667737
inst265,0.999330422125182,1.0,1.0,1.0,0.799563318777277
inst266,0.8335084033613471,0.9997665732959851,1.0,1.0,0.6667950513538615
inst267,0.6672718470103967,0.9998403919972547,1.0,1.0,0.8545345141105318
